Gene stable ID	Gene name	HGNC symbol
ENSG00000215113	CXorf49B	CXorf49B
ENSG00000147174	GCNA	GCNA
ENSG00000166160	OPN1MW2	OPN1MW2
ENSG00000267978	MAGEA9B	MAGEA9B
ENSG00000225396	FAM236D	FAM236D
ENSG00000123165	ACTRT1	ACTRT1
ENSG00000215115	CXorf49	CXorf49
ENSG00000184033	CTAG1B	CTAG1B
ENSG00000126890	CTAG2	CTAG2
ENSG00000126016	AMOT	AMOT
ENSG00000268350	FAM156A	FAM156A
ENSG00000204279	PAGE3	PAGE3
ENSG00000269791	SSX4B	SSX4B
ENSG00000236371	CT47A1	CT47A1
ENSG00000238205	MPC1L	MPC1L
ENSG00000184911	DMRTC1B	DMRTC1B
ENSG00000214717	ZBED1	ZBED1
ENSG00000277120	MIR6089	MIR6089
ENSG00000230542	LINC00102	LINC00102
ENSG00000002586	CD99	CD99
ENSG00000124343	XG	XG
ENSG00000013619	MAMLD1	MAMLD1
ENSG00000072506	HSD17B10	HSD17B10
ENSG00000224735		
ENSG00000226110		
ENSG00000229037	MRPL32P2	MRPL32P2
ENSG00000189420	ZFP92	ZFP92
ENSG00000123569	H2BW1	H2BW1
ENSG00000269586	CT45A10	CT45A10
ENSG00000067840	PDZD4	PDZD4
ENSG00000102290	PCDH11X	PCDH11X
ENSG00000147124	ZNF41	ZNF41
ENSG00000183837	PNMA3	PNMA3
ENSG00000251192	ZNF674	ZNF674
ENSG00000247746	USP51	USP51
ENSG00000269502	DMRTC1	DMRTC1
ENSG00000179083	FAM133A	FAM133A
ENSG00000101981	F9	F9
ENSG00000238485		
ENSG00000221375	RNU6ATAC23P	RNU6ATAC23P
ENSG00000252719		
ENSG00000147378	FATE1	FATE1
ENSG00000147381	MAGEA4	MAGEA4
ENSG00000228965	RPSAP60	RPSAP60
ENSG00000232562	TPMTP3	TPMTP3
ENSG00000182776		
ENSG00000221705	SNORA11E	SNORA11E
ENSG00000154545	MAGED4	MAGED4
ENSG00000221475	SNORA11D	SNORA11D
ENSG00000179028		
ENSG00000076716	GPC4	GPC4
ENSG00000206765	RNU6-203P	RNU6-203P
ENSG00000227008	RPS24P19	RPS24P19
ENSG00000233260	RPSAP63	RPSAP63
ENSG00000286096	GPC3-AS1	GPC3-AS1
ENSG00000232068		
ENSG00000224908	TIMM8BP2	TIMM8BP2
ENSG00000232664	LARP1BP3	LARP1BP3
ENSG00000286181	FLICR	FLICR
ENSG00000184194	GPR173	GPR173
ENSG00000270497		
ENSG00000184205	TSPYL2	TSPYL2
ENSG00000227083		
ENSG00000274086		
ENSG00000236337	FMR1-IT1	FMR1-IT1
ENSG00000176988	FMR1NB	FMR1NB
ENSG00000201285	RNA5SP524	RNA5SP524
ENSG00000219507	FTH1P8	FTH1P8
ENSG00000157625	TAB3	TAB3
ENSG00000266560		
ENSG00000124260	MAGEA10	MAGEA10
ENSG00000184634	MED12	MED12
ENSG00000102081	FMR1	FMR1
ENSG00000171402	XAGE3	XAGE3
ENSG00000165694	FRMD7	FRMD7
ENSG00000158301	GPRASP2	GPRASP2
ENSG00000189221	MAOA	MAOA
ENSG00000101825	MXRA5	MXRA5
ENSG00000213487	ASS1P4	ASS1P4
ENSG00000237671	GAGE12C	GAGE12C
ENSG00000227488	GAGE12D	GAGE12D
ENSG00000236362	GAGE12F	GAGE12F
ENSG00000216649	GAGE12E	GAGE12E
ENSG00000215269	GAGE12G	GAGE12G
ENSG00000224902	GAGE12H	GAGE12H
ENSG00000189064	GAGE2A	GAGE2A
ENSG00000205777	GAGE1	GAGE1
ENSG00000215274	GAGE10	GAGE10
ENSG00000224659	GAGE12J	GAGE12J
ENSG00000274274	GAGE13	GAGE13
ENSG00000102158	MAGT1	MAGT1
ENSG00000268089	GABRQ	GABRQ
ENSG00000269475		
ENSG00000221867	MAGEA3	MAGEA3
ENSG00000183305	MAGEA2B	MAGEA2B
ENSG00000198930	CSAG1	CSAG1
ENSG00000213401	MAGEA12	MAGEA12
ENSG00000268606	MAGEA2	MAGEA2
ENSG00000286051	MAGEA6-DT	MAGEA6-DT
ENSG00000147400	CETN2	CETN2
ENSG00000147383	NSDHL	NSDHL
ENSG00000286939		
ENSG00000198883	PNMA5	PNMA5
ENSG00000234200		
ENSG00000130741	EIF2S3	EIF2S3
ENSG00000201407		
ENSG00000174010	KLHL15	KLHL15
ENSG00000171100	MTM1	MTM1
ENSG00000228728	PPIAP91	PPIAP91
ENSG00000196338	NLGN3	NLGN3
ENSG00000231857	MORF4L1P5	MORF4L1P5
ENSG00000237963	PRXL2CP1	PRXL2CP1
ENSG00000001497	LAS1L	LAS1L
ENSG00000188158	NHS	NHS
ENSG00000227645	RPL7P54	RPL7P54
ENSG00000147145	LPAR4	LPAR4
ENSG00000214961	NT5DC1P2	NT5DC1P2
ENSG00000156531	PHF6	PHF6
ENSG00000165704	HPRT1	HPRT1
ENSG00000226107	RPL36AP54	RPL36AP54
ENSG00000216001	MIR450B	MIR450B
ENSG00000199132	MIR450A1	MIR450A1
ENSG00000207755	MIR450A2	MIR450A2
ENSG00000207784	MIR542	MIR542
ENSG00000208005	MIR503	MIR503
ENSG00000284231	MIR424	MIR424
ENSG00000170965	PLAC1	PLAC1
ENSG00000235813		
ENSG00000236509	RPL21P133	RPL21P133
ENSG00000237432	RPS7P12	RPS7P12
ENSG00000199920	RNU4-44P	RNU4-44P
ENSG00000156504	PABIR2	PABIR2
ENSG00000235916	MRPS18CP7	MRPS18CP7
ENSG00000201618	RNA5SP505	RNA5SP505
ENSG00000172943	PHF8	PHF8
ENSG00000184083	FAM120C	FAM120C
ENSG00000224949	RPL37P24	RPL37P24
ENSG00000234566	RPL7AP71	RPL7AP71
ENSG00000188937	NYX	NYX
ENSG00000269556	TMEM185A	TMEM185A
ENSG00000134597	RBMX2	RBMX2
ENSG00000171659	GPR34	GPR34
ENSG00000126733	DACH2	DACH2
ENSG00000102034	ELF4	ELF4
ENSG00000147202	DIAPH2	DIAPH2
ENSG00000197565	COL4A6	COL4A6
ENSG00000123594	ATXN3L	ATXN3L
ENSG00000205642	VCX3B	VCX3B
ENSG00000017483	SLC38A5	SLC38A5
ENSG00000169059	VCX3A	VCX3A
ENSG00000133142	TCEAL4	TCEAL4
ENSG00000185515	BRCC3	BRCC3
ENSG00000067829	IDH3G	IDH3G
ENSG00000185448	FAM47A	FAM47A
ENSG00000155008	APOOL	APOOL
ENSG00000102024	PLS3	PLS3
ENSG00000237331	XIAP-AS1	XIAP-AS1
ENSG00000252627	RNU6-122P	RNU6-122P
ENSG00000237025	PARD6BP1	PARD6BP1
ENSG00000237426	ZIK1P1	ZIK1P1
ENSG00000252693		
ENSG00000234564	HSPA8P20	HSPA8P20
ENSG00000282419	TEX13D	TEX13D
ENSG00000232054	NPM1P34	NPM1P34
ENSG00000226532		
ENSG00000147257	GPC3	GPC3
ENSG00000126895	AVPR2	AVPR2
ENSG00000130032	PRRG3	PRRG3
ENSG00000183862	CNGA2	CNGA2
ENSG00000275287	Metazoa_SRP	
ENSG00000234958	FABP5P13	FABP5P13
ENSG00000229232	KRT18P53	KRT18P53
ENSG00000185960	SHOX	SHOX
ENSG00000102003	SYP	SYP
ENSG00000237490	RPS27AP17	RPS27AP17
ENSG00000228550		
ENSG00000101846	STS	STS
ENSG00000264268	MIR4767	MIR4767
ENSG00000279682		
ENSG00000274923		
ENSG00000006757	PNPLA4	PNPLA4
ENSG00000204116	CHIC1	CHIC1
ENSG00000236446	CT47B1	CT47B1
ENSG00000230707	HAPSTR2	HAPSTR2
ENSG00000179304	FAM156B	FAM156B
ENSG00000189186	DCAF8L2	DCAF8L2
ENSG00000197172	MAGEA6	MAGEA6
ENSG00000165175	MID1IP1	MID1IP1
ENSG00000187243	MAGED4B	MAGED4B
ENSG00000241476	SSX2	SSX2
ENSG00000182583	VCX	VCX
ENSG00000260802	SERTM2	SERTM2
ENSG00000130988	RGN	RGN
ENSG00000206685	RNU6-1189P	RNU6-1189P
ENSG00000201659	RNU12-2P	RNU12-2P
ENSG00000182872	RBM10	RBM10
ENSG00000237351	ITPK1P1	ITPK1P1
ENSG00000130985	UBA1	UBA1
ENSG00000224975	INE1	INE1
ENSG00000147123	NDUFB11	NDUFB11
ENSG00000198088	NUP62CL	NUP62CL
ENSG00000213569	GTF3C6P2	GTF3C6P2
ENSG00000199832	Y_RNA	
ENSG00000204053	MYCLP1	MYCLP1
ENSG00000215007	DNAJA1P3	DNAJA1P3
ENSG00000080572	DNAAF6	DNAAF6
ENSG00000165240	ATP7A	ATP7A
ENSG00000236187	GJA6P	GJA6P
ENSG00000102104	RS1	RS1
ENSG00000196564	BLOC1S6P1	BLOC1S6P1
ENSG00000224224	HAUS1P2	HAUS1P2
ENSG00000237836	PHKA2-AS1	PHKA2-AS1
ENSG00000044446	PHKA2	PHKA2
ENSG00000266710	RN7SL48P	RN7SL48P
ENSG00000223731	SUPT20HL1	SUPT20HL1
ENSG00000101945	SUV39H1	SUV39H1
ENSG00000206723	RNU6-1056P	RNU6-1056P
ENSG00000171433	GLOD5	GLOD5
ENSG00000207367	RNU6-29P	RNU6-29P
ENSG00000187682	ERAS	ERAS
ENSG00000102109	PCSK1N	PCSK1N
ENSG00000102103	PQBP1	PQBP1
ENSG00000102100	SLC35A2	SLC35A2
ENSG00000279155		
ENSG00000223309	RNU6-722P	RNU6-722P
ENSG00000275387		
ENSG00000221750	SNORA11G	SNORA11G
ENSG00000067445	TRO	TRO
ENSG00000086717	PPEF1	PPEF1
ENSG00000223611	SUPT20HL2	SUPT20HL2
ENSG00000214124	SNRPEP9	SNRPEP9
ENSG00000067992	PDK3	PDK3
ENSG00000237682	PRKCIP1	PRKCIP1
ENSG00000126947	ARMCX1	ARMCX1
ENSG00000198960	ARMCX6	ARMCX6
ENSG00000102401	ARMCX3	ARMCX3
ENSG00000228275	ARMCX3-AS1	ARMCX3-AS1
ENSG00000261101		
ENSG00000207291	RNU6-30P	RNU6-30P
ENSG00000286000		
ENSG00000184867	ARMCX2	ARMCX2
ENSG00000212584	RNU6-587P	RNU6-587P
ENSG00000169249	ZRSR2	ZRSR2
ENSG00000196440	ARMCX4	ARMCX4
ENSG00000215319	EIF5P1	EIF5P1
ENSG00000230326	HMGN1P33	HMGN1P33
ENSG00000206844	Y_RNA	
ENSG00000234469	CLDN34	CLDN34
ENSG00000225076	WWC3-AS1	WWC3-AS1
ENSG00000184905	TCEAL2	TCEAL2
ENSG00000184515	BEX5	BEX5
ENSG00000157514	TSC22D3	TSC22D3
ENSG00000170935	NCBP2L	NCBP2L
ENSG00000186416	NKRF	NKRF
ENSG00000169933	FRMPD4	FRMPD4
ENSG00000198814	GK	GK
ENSG00000226339	RPS26P56	RPS26P56
ENSG00000201518	RNA5SP513	RNA5SP513
ENSG00000102038	SMARCA1	SMARCA1
ENSG00000252170		
ENSG00000122126	OCRL	OCRL
ENSG00000013563	DNASE1L1	DNASE1L1
ENSG00000125962	ARMCX5	ARMCX5
ENSG00000160219	GAB3	GAB3
ENSG00000206948	SNORA36A	SNORA36A
ENSG00000284450	MIR664B	MIR664B
ENSG00000206693	SNORA56	SNORA56
ENSG00000203870	SMIM9	SMIM9
ENSG00000221533	MIR1184-1	MIR1184-1
ENSG00000102362	SYTL4	SYTL4
ENSG00000227864	ARL5AP1	ARL5AP1
ENSG00000250423	KIAA1210	KIAA1210
ENSG00000204382	XAGE1B	XAGE1B
ENSG00000224440	CXorf51A	CXorf51A
ENSG00000089472	HEPH	HEPH
ENSG00000171489	SPACA5	SPACA5
ENSG00000166432	ZMAT1	ZMAT1
ENSG00000273696	CT45A7	CT45A7
ENSG00000196976	LAGE3	LAGE3
ENSG00000147059	SPIN2A	SPIN2A
ENSG00000158352	SHROOM4	SHROOM4
ENSG00000182518	VCF2	VCF2
ENSG00000206663	Y_RNA	
ENSG00000184368	MAP7D2	MAP7D2
ENSG00000264566	MIR23C	MIR23C
ENSG00000173674	EIF1AX	EIF1AX
ENSG00000201882		
ENSG00000201592		
ENSG00000225037	EIF1AX-AS1	EIF1AX-AS1
ENSG00000177189	RPS6KA3	RPS6KA3
ENSG00000173681	BCLAF3	BCLAF3
ENSG00000206900	RNU6-98P	RNU6-98P
ENSG00000235849	HS6ST2-AS1	HS6ST2-AS1
ENSG00000227064	NAA20P1	NAA20P1
ENSG00000134588	USP26	USP26
ENSG00000130119	GNL3L	GNL3L
ENSG00000231728	TMSB15B-AS1	TMSB15B-AS1
ENSG00000288832		
ENSG00000288980		
ENSG00000171004	HS6ST2	HS6ST2
ENSG00000168939	SPRY3	SPRY3
ENSG00000249467	H2AL1Q	H2AL1Q
ENSG00000203952	CCDC160	CCDC160
ENSG00000203588	IGBP1-AS1	IGBP1-AS1
ENSG00000184210	DGAT2L6	DGAT2L6
ENSG00000242657	RN7SL581P	RN7SL581P
ENSG00000204195	AWAT1	AWAT1
ENSG00000200473	RNA5SP507	RNA5SP507
ENSG00000186912	P2RY4	P2RY4
ENSG00000120500	ARR3	ARR3
ENSG00000147127	RAB41	RAB41
ENSG00000090889	KIF4A	KIF4A
ENSG00000231053	TRAPPC2LP1	TRAPPC2LP1
ENSG00000201377	RNY4P23	RNY4P23
ENSG00000130055	GDPD2	GDPD2
ENSG00000200431	RNU4-81P	RNU4-81P
ENSG00000120509	PDZD11	PDZD11
ENSG00000010671	BTK	BTK
ENSG00000252320	RNU6-320P	RNU6-320P
ENSG00000102245	CD40LG	CD40LG
ENSG00000129675	ARHGEF6	ARHGEF6
ENSG00000212510	RNU6-972P	RNU6-972P
ENSG00000202279	Y_RNA	
ENSG00000206979	SNORD61	SNORD61
ENSG00000072315	TRPC5	TRPC5
ENSG00000187823	RTL4	RTL4
ENSG00000271464	DPRXP7	DPRXP7
ENSG00000271400	CCDC121P1	CCDC121P1
ENSG00000200436	Y_RNA	
ENSG00000213489	FBLIM1P1	FBLIM1P1
ENSG00000282815	TEX13C	TEX13C
ENSG00000289449		
ENSG00000126768	TIMM17B	TIMM17B
ENSG00000165168	CYBB	CYBB
ENSG00000265658	MIR3690	MIR3690
ENSG00000223274	RNA5SP498	RNA5SP498
ENSG00000130150	MOSPD2	MOSPD2
ENSG00000235929	TPT1P14	TPT1P14
ENSG00000181544	FANCB	FANCB
ENSG00000231066	NPM1P9	NPM1P9
ENSG00000225814	GRPEL2P2	GRPEL2P2
ENSG00000236982	BLOC1S2P1	BLOC1S2P1
ENSG00000102053	ZC3H12B	ZC3H12B
ENSG00000237971		
ENSG00000225569	CCT4P2	CCT4P2
ENSG00000231809	NANOGP9	NANOGP9
ENSG00000243978	RTL9	RTL9
ENSG00000102317	RBM3	RBM3
ENSG00000228343		
ENSG00000279528		
ENSG00000220125	MRPL32P1	MRPL32P1
ENSG00000101940	WDR13	WDR13
ENSG00000275314		
ENSG00000235510		
ENSG00000223723	TFDP1P2	TFDP1P2
ENSG00000289708		
ENSG00000198173	FAM47C	FAM47C
ENSG00000214071	FTH1P29	FTH1P29
ENSG00000230170	HNRNPA1P28	HNRNPA1P28
ENSG00000270625	NUDT19P6	NUDT19P6
ENSG00000101856	PGRMC1	PGRMC1
ENSG00000230392	LINC03098	LINC03098
ENSG00000226661		
ENSG00000227814	MRPS17P9	MRPS17P9
ENSG00000077713	SLC25A43	SLC25A43
ENSG00000237903		
ENSG00000207175	RNU1-67P	RNU1-67P
ENSG00000266420	RN7SL118P	RN7SL118P
ENSG00000252147	RNY3P16	RNY3P16
ENSG00000005022	SLC25A5	SLC25A5
ENSG00000077721	UBE2A	UBE2A
ENSG00000018610	STEEP1	STEEP1
ENSG00000284800		
ENSG00000131828	PDHA1	PDHA1
ENSG00000180815	MAP3K15	MAP3K15
ENSG00000202144	Y_RNA	
ENSG00000275800	EIF5P2	EIF5P2
ENSG00000269335	IKBKG	IKBKG
ENSG00000160211	G6PD	G6PD
ENSG00000165349	SLC7A3	SLC7A3
ENSG00000230629	RPS23P8	RPS23P8
ENSG00000147168	IL2RG	IL2RG
ENSG00000125351	UPF3B	UPF3B
ENSG00000290162		
ENSG00000290163		
ENSG00000290164		
ENSG00000290165		
ENSG00000147065	MSN	MSN
ENSG00000101935	AMMECR1	AMMECR1
ENSG00000133136	GNG5B	GNG5B
ENSG00000130826	DKC1	DKC1
ENSG00000198681	MAGEA1	MAGEA1
ENSG00000235219		
ENSG00000231600		
ENSG00000278803	PWWP4	PWWP4
ENSG00000102225	CDK16	CDK16
ENSG00000102226	USP11	USP11
ENSG00000071889	FAM3A	FAM3A
ENSG00000203879	GDI1	GDI1
ENSG00000102312	PORCN	PORCN
ENSG00000277535	CT47C1	CT47C1
ENSG00000183918	SH2D1A	SH2D1A
ENSG00000230502		
ENSG00000271686	TNPO3P1	TNPO3P1
ENSG00000226547	SSU72P1	SSU72P1
ENSG00000147246	HTR2C	HTR2C
ENSG00000224664	RPL36AP53	RPL36AP53
ENSG00000208839	SNORA35	SNORA35
ENSG00000212100	MIR764	MIR764
ENSG00000222321	MIR1912	MIR1912
ENSG00000276158	MIR1264	MIR1264
ENSG00000221710	MIR1298	MIR1298
ENSG00000222715	MIR1911	MIR1911
ENSG00000224773	HSPA8P7	HSPA8P7
ENSG00000199001	MIR448	MIR448
ENSG00000270413		
ENSG00000236880	RPS26P57	RPS26P57
ENSG00000264933	RN7SL190P	RN7SL190P
ENSG00000199705	Y_RNA	
ENSG00000232599		
ENSG00000101916	TLR8	TLR8
ENSG00000205542	TMSB4X	TMSB4X
ENSG00000187268	FAM9C	FAM9C
ENSG00000252178	RNU7-69P	RNU7-69P
ENSG00000226902	CHCHD2P1	CHCHD2P1
ENSG00000101966	XIAP	XIAP
ENSG00000288642	CDR1	CDR1
ENSG00000147044	CASK	CASK
ENSG00000076770	MBNL3	MBNL3
ENSG00000015285	WAS	WAS
ENSG00000279587		
ENSG00000200291	Y_RNA	
ENSG00000237458	TUBB4BP3	TUBB4BP3
ENSG00000234524	RPL12P43	RPL12P43
ENSG00000224539	SAGE4P	SAGE4P
ENSG00000277486	SAGE3P	SAGE3P
ENSG00000198022	SAGE2P	SAGE2P
ENSG00000274601		
ENSG00000268940	CT45A1	CT45A1
ENSG00000233861	MGAT2P1	MGAT2P1
ENSG00000228836	CT45A5	CT45A5
ENSG00000130234	ACE2	ACE2
ENSG00000068354	TBC1D25	TBC1D25
ENSG00000288908		
ENSG00000068323	TFE3	TFE3
ENSG00000094631	HDAC6	HDAC6
ENSG00000158571	PFKFB1	PFKFB1
ENSG00000233071	RPSAP59	RPSAP59
ENSG00000102409	BEX4	BEX4
ENSG00000047644	WWC3	WWC3
ENSG00000232593	KANTR	KANTR
ENSG00000268235	TCP11X1	TCP11X1
ENSG00000215029	TCP11X2	TCP11X2
ENSG00000003096	KLHL13	KLHL13
ENSG00000225366	CRIPTO3	CRIPTO3
ENSG00000102145	GATA1	GATA1
ENSG00000236189	RPL18AP15	RPL18AP15
ENSG00000201420	RNA5SP512	RNA5SP512
ENSG00000229487	ALG13-AS1	ALG13-AS1
ENSG00000204025	TRPC5OS	TRPC5OS
ENSG00000271421		
ENSG00000147162	OGT	OGT
ENSG00000072133	RPS6KA6	RPS6KA6
ENSG00000221494	MIR548I4	MIR548I4
ENSG00000233484		
ENSG00000147010	SH3KBP1	SH3KBP1
ENSG00000101977	MCF2	MCF2
ENSG00000189326	SPANXN4	SPANXN4
ENSG00000189023	MAGEB16	MAGEB16
ENSG00000174016	TENT5D	TENT5D
ENSG00000269433	OPN1MW3	OPN1MW3
ENSG00000229674	H2AL3	H2AL3
ENSG00000232030	MAGEB6B	MAGEB6B
ENSG00000198021	SPANXA1	SPANXA1
ENSG00000269437	NXF2B	NXF2B
ENSG00000278057	TEX28	TEX28
ENSG00000268988	SPANXN2	SPANXN2
ENSG00000287585		
ENSG00000269226	TMSB15C	TMSB15C
ENSG00000269313	MAGIX	MAGIX
ENSG00000184216	IRAK1	IRAK1
ENSG00000169297	NR0B1	NR0B1
ENSG00000238709	RNU7-56P	RNU7-56P
ENSG00000086712	TXLNG	TXLNG
ENSG00000230180	RPL12P49	RPL12P49
ENSG00000102054	RBBP7	RBBP7
ENSG00000222736	RNU4-6P	RNU4-6P
ENSG00000223498	SLC35C2P1	SLC35C2P1
ENSG00000199410	Y_RNA	
ENSG00000169891	REPS2	REPS2
ENSG00000201467		
ENSG00000214322	CBX1P2	CBX1P2
ENSG00000289472		
ENSG00000156500	PABIR3	PABIR3
ENSG00000101928	MOSPD1	MOSPD1
ENSG00000207081	RNU6-616P	RNU6-616P
ENSG00000231929	HMGB3P31	HMGB3P31
ENSG00000184785	SMIM10	SMIM10
ENSG00000180964	TCEAL8	TCEAL8
ENSG00000224692		
ENSG00000204065	TCEAL5	TCEAL5
ENSG00000133134	BEX2	BEX2
ENSG00000261030		
ENSG00000287700		
ENSG00000089820	ARHGAP4	ARHGAP4
ENSG00000102030	NAA10	NAA10
ENSG00000252050		
ENSG00000156313	RPGR	RPGR
ENSG00000169446	MMGT1	MMGT1
ENSG00000126970	ZC4H2	ZC4H2
ENSG00000289215		
ENSG00000198947	DMD	DMD
ENSG00000049768	FOXP3	FOXP3
ENSG00000290184		
ENSG00000102144	PGK1	PGK1
ENSG00000282933	RHOXF1P3	RHOXF1P3
ENSG00000203989	RHOXF2B	RHOXF2B
ENSG00000101883	RHOXF1	RHOXF1
ENSG00000131721	RHOXF2	RHOXF2
ENSG00000227541	SFR1P1	SFR1P1
ENSG00000177485	ZBTB33	ZBTB33
ENSG00000125355	TMEM255A	TMEM255A
ENSG00000232042		
ENSG00000201392	RNU6-1078P	RNU6-1078P
ENSG00000196933	RPS26P11	RPS26P11
ENSG00000225471	TPT1P15	TPT1P15
ENSG00000102309	PIN4	PIN4
ENSG00000239577	RN7SL388P	RN7SL388P
ENSG00000186871	ERCC6L	ERCC6L
ENSG00000198034	RPS4X	RPS4X
ENSG00000238926	Y_RNA	
ENSG00000125931	CITED1	CITED1
ENSG00000086758	HUWE1	HUWE1
ENSG00000063601	MTMR1	MTMR1
ENSG00000222796	RNU6-383P	RNU6-383P
ENSG00000029993	HMGB3	HMGB3
ENSG00000230508	RPL19P21	RPL19P21
ENSG00000124486	USP9X	USP9X
ENSG00000068400	GRIPAP1	GRIPAP1
ENSG00000196998	WDR45	WDR45
ENSG00000169164		
ENSG00000187893	CXXC1P1	CXXC1P1
ENSG00000230578	TMLHEP1	TMLHEP1
ENSG00000157965	SSX8P	SSX8P
ENSG00000204648	SSX9P	SSX9P
ENSG00000226870		
ENSG00000234442		
ENSG00000171483	SSX6P	SSX6P
ENSG00000274775	FSIP2LP	FSIP2LP
ENSG00000251525	TCP11X3P	TCP11X3P
ENSG00000186312	CA5BP1	CA5BP1
ENSG00000232765		
ENSG00000126952	NXF5	NXF5
ENSG00000290798	NXF5	
ENSG00000229015		
ENSG00000196970	NXF4	NXF4
ENSG00000242599	CSAG4	CSAG4
ENSG00000242520	MAGEA5P	MAGEA5P
ENSG00000204072	ARMCX7P	ARMCX7P
ENSG00000290908		
ENSG00000231069		
ENSG00000237265		
ENSG00000223773	CD99P1	CD99P1
ENSG00000234062	TM9SF5P	TM9SF5P
ENSG00000234493	RHOXF1P1	RHOXF1P1
ENSG00000214897	PNMA6E	PNMA6E
ENSG00000067842	ATP2B3	ATP2B3
ENSG00000290743		
ENSG00000230187		
ENSG00000277492		
ENSG00000280704	SNORD3E	SNORD3E
ENSG00000213747	WASHC3P1	WASHC3P1
ENSG00000082458	DLG3	DLG3
ENSG00000291285		
ENSG00000290708	SSX9P	SSX9P
ENSG00000101811	CSTF2	CSTF2
ENSG00000007952	NOX1	NOX1
ENSG00000239345	HNRNPA1P26	HNRNPA1P26
ENSG00000233680	HNRNPA1P27	HNRNPA1P27
ENSG00000179031	NSA2P3	NSA2P3
ENSG00000182489	XKRX	XKRX
ENSG00000182492	BGN	BGN
ENSG00000183981	MAGEA13P	MAGEA13P
ENSG00000214930	KRT8P6	KRT8P6
ENSG00000285989	H2AQ1P	H2AQ1P
ENSG00000129682	FGF13	FGF13
ENSG00000232183		
ENSG00000207800	MIR504	MIR504
ENSG00000235975	TPM2P1	TPM2P1
ENSG00000101958	GLRA2	GLRA2
ENSG00000005893	LAMP2	LAMP2
ENSG00000242732	RTL5	RTL5
ENSG00000046653	GPM6B	GPM6B
ENSG00000243279	PRAF2	PRAF2
ENSG00000174460	ZCCHC12	ZCCHC12
ENSG00000102172	SMS	SMS
ENSG00000077279	DCX	DCX
ENSG00000207486	RNU6-1044P	RNU6-1044P
ENSG00000131264	CDX4	CDX4
ENSG00000233162	MORF4L1P6	MORF4L1P6
ENSG00000237475	RPL7P53	RPL7P53
ENSG00000230590	FTX	FTX
ENSG00000231549	ATP5MKP1	ATP5MKP1
ENSG00000204113	BMP2KL	BMP2KL
ENSG00000228492	RAB11FIP1P1	RAB11FIP1P1
ENSG00000271533		
ENSG00000202566	MIR421	MIR421
ENSG00000212027	MIR374B	MIR374B
ENSG00000283534	MIR374C	MIR374C
ENSG00000265727	RN7SL648P	RN7SL648P
ENSG00000278421		
ENSG00000273974		
ENSG00000275254		
ENSG00000275625		
ENSG00000207820	MIR545	MIR545
ENSG00000199168	MIR374A	MIR374A
ENSG00000277922		
ENSG00000187969	ZCCHC13	ZCCHC13
ENSG00000226515		
ENSG00000213269	RPS6P26	RPS6P26
ENSG00000270641	TSIX	TSIX
ENSG00000291306	LNX2BP	LNX2BP
ENSG00000291310		
ENSG00000101812	H2BW2	H2BW2
ENSG00000131724	IL13RA1	IL13RA1
ENSG00000239182		
ENSG00000250995	TMEM30BP1	TMEM30BP1
ENSG00000101974	ATP11C	ATP11C
ENSG00000291314		
ENSG00000124313	IQSEC2	IQSEC2
ENSG00000077264	PAK3	PAK3
ENSG00000147394	ZNF185	ZNF185
ENSG00000290641	CXXC1P1	
ENSG00000102125	TAFAZZIN	TAFAZZIN
ENSG00000101871	MID1	MID1
ENSG00000176896	TCEANC	TCEANC
ENSG00000101901	ALG13	ALG13
ENSG00000007350	TKTL1	TKTL1
ENSG00000204131	NHSL2	NHSL2
ENSG00000277569	MIR6134	MIR6134
ENSG00000223742		
ENSG00000169306	IL1RAPL1	IL1RAPL1
ENSG00000226436	H3P43	H3P43
ENSG00000201666		
ENSG00000237994		
ENSG00000201356	RNA5SP500	RNA5SP500
ENSG00000227393		
ENSG00000264090	MIR4666B	MIR4666B
ENSG00000227592	PIGFP3	PIGFP3
ENSG00000165194	PCDH19	PCDH19
ENSG00000000003	TSPAN6	TSPAN6
ENSG00000133169	BEX1	BEX1
ENSG00000147206	NXF3	NXF3
ENSG00000226241		
ENSG00000189108	IL1RAPL2	IL1RAPL2
ENSG00000232665	PHB1P10	PHB1P10
ENSG00000223733	RPL18AP14	RPL18AP14
ENSG00000268629	TEX13A	TEX13A
ENSG00000181819	KCTD9P2	KCTD9P2
ENSG00000206864	RNU6-207P	RNU6-207P
ENSG00000123572	NRK	NRK
ENSG00000123561	SERPINA7	SERPINA7
ENSG00000056998	GYG2	GYG2
ENSG00000276380	UBE2NL	UBE2NL
ENSG00000102096	PIM2	PIM2
ENSG00000270813	NANOGNBP3	NANOGNBP3
ENSG00000183911	RPL21P132	RPL21P132
ENSG00000234557	PPIAP90	PPIAP90
ENSG00000102393	GLA	GLA
ENSG00000204071	TCEAL6	TCEAL6
ENSG00000279245	FAM223A	FAM223A
ENSG00000272681	FAM223B	FAM223B
ENSG00000126756	UXT	UXT
ENSG00000147144	CCDC120	CCDC120
ENSG00000200572	Y_RNA	
ENSG00000284499	MIR363	MIR363
ENSG00000284538	MIR92A2	MIR92A2
ENSG00000284107	MIR19B2	MIR19B2
ENSG00000284043	MIR20B	MIR20B
ENSG00000283931	MIR18B	MIR18B
ENSG00000284157	MIR106A	MIR106A
ENSG00000205755	CRLF2	CRLF2
